date,mean_brightness,max_brightness,bright_pixel_ratio
2020-08-15,0.5225798747276689,0.996078431372549,0.7680666666666667
2020-09-15,0.46914270152505444,0.996078431372549,0.6268541666666667
2020-10-15,0.5201605555555555,0.996078431372549,0.7191125
2020-11-15,0.6263380501089325,0.996078431372549,0.8596875
2020-12-15,0.5692345152505446,0.996078431372549,0.8390416666666667
2021-01-15,0.45641435185185186,0.996078431372549,0.58745
2021-02-15,0.6042274891067537,0.996078431372549,0.828225
2021-03-15,0.4670165740740741,0.996078431372549,0.6358791666666667
2021-04-15,0.49567998910675387,0.996078431372549,0.7026333333333333
2021-05-15,0.5787675381263616,0.996078431372549,0.8399208333333333
2021-06-15,0.5566197930283224,0.996078431372549,0.8152
2021-07-15,0.5601364488017428,0.996078431372549,0.8261375
2021-08-15,0.4534888834422658,0.996078431372549,0.6777375
2021-09-15,0.3368056753812636,0.996078431372549,0.418025
2021-10-15,0.234254068627451,0.996078431372549,0.17232916666666667
2021-11-15,0.43573839324618735,0.996078431372549,0.6545833333333333
2021-12-15,0.5153421241830065,0.996078431372549,0.6562125
2022-01-15,0.5625786819172114,0.996078431372549,0.7918166666666666
2022-02-15,0.5278457298474946,0.996078431372549,0.7381625
2022-03-15,0.5715794281045751,0.996078431372549,0.8299375
2022-04-15,0.42861202614379085,0.996078431372549,0.5260125
2022-05-15,0.2849201906318083,0.996078431372549,0.3069458333333333
2022-06-15,0.2718574074074074,0.996078431372549,0.2686625
2022-07-15,0.32297965141612195,0.996078431372549,0.3406125
2022-08-15,0.5285777124183006,0.996078431372549,0.7328875
2022-09-15,0.6105589215686276,0.996078431372549,0.941225
2022-10-15,0.585873017429194,0.996078431372549,0.8794625
2022-11-15,0.6375759477124183,0.996078431372549,0.8633708333333333
2022-12-15,0.6332909694989107,0.996078431372549,0.7903333333333333
2023-01-15,0.5165934095860566,0.996078431372549,0.7014041666666667
2023-02-15,0.47511209150326794,0.996078431372549,0.67705
2023-03-15,0.3454329193899782,0.996078431372549,0.40202916666666666
2023-04-15,0.42809174836601305,0.996078431372549,0.5688083333333334
2023-05-15,0.5018006481481482,0.996078431372549,0.6969333333333333
2023-06-15,0.6427297657952069,0.996078431372549,0.9201541666666667
2023-07-15,0.5338298583877996,0.996078431372549,0.7254125
2023-08-15,0.5146687091503267,0.996078431372549,0.7357833333333333
2023-09-15,0.41971863834422657,0.996078431372549,0.5121083333333334
2023-10-15,0.5174579793028322,0.996078431372549,0.7325291666666667
2023-11-15,0.49630392156862746,0.996078431372549,0.6919958333333334
2023-12-15,0.45116658496732026,0.996078431372549,0.6266375
2024-01-15,0.5046258006535947,0.996078431372549,0.6940375
2024-02-15,0.5162971132897604,0.996078431372549,0.7321958333333334
2024-03-15,0.4197477396514161,0.996078431372549,0.5265416666666667
2024-04-15,0.41612428649237476,0.996078431372549,0.5233875
2024-05-15,0.5359062418300654,0.996078431372549,0.7932041666666667
2024-06-15,0.4881125163398693,0.996078431372549,0.7326166666666667
2024-07-15,0.27455656862745104,0.996078431372549,0.28472916666666664
2024-08-15,0.12737331699346405,0.996078431372549,0.07495
2024-09-15,0.2144001633986928,0.996078431372549,0.15370833333333334
2024-10-15,0.3629339270152505,0.996078431372549,0.4124083333333333
2024-11-15,0.4505935130718954,0.996078431372549,0.5318083333333333
2024-12-15,0.6012221623093682,0.996078431372549,0.7898125
2025-01-15,0.5881296949891068,0.996078431372549,0.7568
2025-02-15,0.6376569662309368,0.996078431372549,0.7718583333333333
2025-03-15,0.5078189433551199,0.996078431372549,0.6556083333333333
2025-04-15,0.334348545751634,0.996078431372549,0.40365416666666665
2025-05-15,0.3310646296296297,0.996078431372549,0.4339125
2025-06-15,0.3926102178649237,0.996078431372549,0.47265416666666665
2025-07-15,0.5700735838779957,0.996078431372549,0.781075
2025-08-15,0.6604493355119826,0.996078431372549,0.9116291666666667
2025-09-15,0.5390430065359477,0.996078431372549,0.813375
2025-10-15,0.6667482298474946,0.996078431372549,0.9641416666666667
2025-11-15,0.6713316557734206,0.996078431372549,0.9469625
2025-12-15,0.5732949509803921,0.996078431372549,0.8690958333333333
2026-01-15,0.4507275708061002,0.996078431372549,0.6476208333333333
2026-02-15,0.49316902505446625,0.996078431372549,0.715525
2026-03-15,0.4662718954248366,0.996078431372549,0.5748125
2026-04-15,0.4440162527233116,0.996078431372549,0.5621375
